name	glycemic_index
Cream substitute, light, powdered	27.0
Cream substitute, liquid	27.0
Cream substitute, NS as to frozen, liquid, or powdered	27.0
Cream substitute, powdered	27.0
Cream, half and half	27.0
Cream, heavy, fluid	27.0
Cream, heavy, whipped, sweetened	55.4
Cream, light, fluid	27.0
Cream, light, whipped, unsweetened	27.0
Cream, NS as to light, heavy, or half and half	27.0
Cream, whipped, pressurized container	55.4
Creamy dressing made with sour cream and/or buttermilk and oil, low calorie	50.0
Creamy dressing, made with sour cream and/or buttermilk and oil	50.0
Creamy dressing, made with sour cream and/or buttermilk and oil, diet, NS as to low or reduced calorie	50.0
Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie	50.0
Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free	50.0
Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free, cholesterol-free	50.0
Crepe, plain	67.0
Crisp, apple, apple dessert	48.7
Crisp, cherry	59.0
Crisp, peach	59.0
Crisp, rhubarb	59.0
Crispbread, rye, no added fat	64.0
Crispbread, wheat or rye, extra crispy	64.0
Crispbread, wheat, no added fat	55.0
Crispix	87.0
Crispy Brown Rice Cereal	82.0
Crispy Rice	82.0
Crispy Wheats'n Raisins	61.0
Croaker, baked or broiled	50.0
Croaker, floured or breaded, fried	95.0
Croaker, steamed or poached	0.0
Croissant	67.0
Croissant, cheese	67.0
Croissant, chocolate	67.0
Croissant, fruit	67.0
Cruller, NFS	76.0
Crumpet	69.0
Crumpet, toasted	69.0
Crunchy Corn Bran, Quaker	75.0
Cucumber pickles, dill	32.0
Cucumber pickles, dill, reduced salt	32.0
Cucumber pickles, fresh	32.0
Cucumber pickles, relish	32.0
Cucumber pickles, sour	32.0
Cucumber pickles, sweet	32.0
Cucumber salad made with cucumber, oil, and vinegar	32.0
Cucumber salad with creamy dressing	32.0
Cucumber soup, cream of, prepared with milk	27.0
Cucumber, cooked, fat added in cooking	32.0
Cucumber, cooked, fat not added in cooking	32.0
Cucumber, cooked, NS as to fat added in cooking	32.0
Cucumber, raw	32.0
Currants, dried	64.0
Currants, raw	64.0
Custard	38.0
Custard, Puerto Rican style (Flan)	38.0
Dandelion greens, cooked, fat added in cooking	32.0
Dandelion greens, cooked, fat not added in cooking	32.0
Dandelion greens, raw	32.0
Danish pastry, plain or spice	59.0
Danish pastry, with cheese	59.0
Danish pastry, with cheese, fat free, cholesterol free	59.0
Danish pastry, with fruit	59.0
Danish pastry, with nuts	59.0
Dark-green leafy vegetable soup with meat, Oriental style	38.0
Dark-green leafy vegetable soup, meatless, Oriental style	38.0
Dasheen, boiled	32.0
Date	103.0
Deer bologna	28.0
Diet beverage, liquid, canned	26.0
Dip, cheese base other than cream cheese	27.0
Dip, cheese with chili pepper (chili con queso)	27.0
Dip, cream cheese base	27.0
Dip, sour cream base	27.0
Dip, sour cream base, reduced calorie	27.0
Dirty rice	55.8
Double Chex	86.0
Doughnut, cake type	76.0
Doughnut, cake type, chocolate	76.0
Doughnut, cake type, chocolate covered	76.0
Doughnut, cake type, chocolate covered, dipped in peanuts	76.0
Doughnut, cake type, chocolate, with chocolate icing	76.0
Doughnut, chocolate cream-filled	76.0
Doughnut, custard-filled	76.0
Doughnut, custard-filled, with icing	76.0
Doughnut, jelly	76.0
Doughnut, NS as to cake or yeast	76.0
Doughnut, oriental	76.0
Doughnut, raised or yeast	76.0
Doughnut, raised or yeast, chocolate	76.0
Doughnut, raised or yeast, chocolate covered	76.0
Doughnut, raised or yeast, chocolate, with chocolate icing	76.0
Doughnut, wheat	76.0
Dove, fried	95.0
Duck egg, cooked	50.0
Dumpling, potato- or cheese-filled	52.0
Eel, cooked, NS as to cooking method	95.0
Egg omelet or scrambled egg with chicken	50.0
Egg omelet or scrambled egg, fat added in cooking	50.0
Egg omelet or scrambled egg, fat not added in cooking	50.0
Egg omelet or scrambled egg, NS as to fat added in cooking	50.0
Egg omelet or scrambled egg, with beef	50.0
Egg omelet or scrambled egg, with cheese	50.0
Egg omelet or scrambled egg, with cheese and ham or bacon	50.0
Egg omelet or scrambled egg, with cheese, ham or bacon, and tomatoes	50.0
Egg omelet or scrambled egg, with chili, cheese, tomatoes, and beans	50.0
Egg omelet or scrambled egg, with chorizo	50.0
Egg omelet or scrambled egg, with dark-green vegetables	50.0
Egg omelet or scrambled egg, with fish	50.0
Egg omelet or scrambled egg, with ham or bacon	50.0
Egg omelet or scrambled egg, with mushrooms	50.0
Egg omelet or scrambled egg, with onions, peppers, tomatoes, and mushrooms	50.0
Egg omelet or scrambled egg, with peppers, onion, and ham	50.0
Egg omelet or scrambled egg, with potatoes and/or onions (Tortilla Espanola, traditional style Spanish omelet)	50.0
Egg omelet or scrambled egg, with sausage	50.0
Egg omelet or scrambled egg, with sausage and cheese	50.0
Egg omelet or scrambled egg, with sausage and mushrooms	50.0
Egg omelet or scrambled egg, with vegetables other than dark-green vegetables	50.0
Egg roll, meatless	50.0
Egg roll, with beef and/or pork	50.0
Egg roll, with chicken or turkey	50.0
Egg roll, with shrimp	50.0
Egg salad	50.0
Egg substitute, NS as to powdered, frozen, or liquid	50.0
Egg, deviled	50.0
Egg, white only, cooked	50.0
Egg, whole, baked, fat added in cooking	50.0
Egg, whole, baked, fat not added in cooking	50.0
Egg, whole, baked, NS as to fat added in cooking	50.0
Egg, whole, boiled	50.0
Egg, whole, cooked, NS as to cooking method	50.0
Egg, whole, fried	50.0
Egg, whole, pickled	50.0
Egg, whole, poached	50.0
Egg, whole, raw	50.0
Eggplant in tomato sauce, cooked, fat not added in cooking	35.0
Eggplant, cooked, fat added in cooking	32.0
Eggplant, cooked, fat not added in cooking	32.0
Eggplant, cooked, NS as to fat added in cooking	32.0
Eggplant, pickled	32.0
Empanada,  Mexican turnover, pumpkin	59.0
Endive, chicory, escarole, or romaine lettuce, raw	32.0
Ensure Plus liquid nutrition	40.0
Ensure with fiber, liquid	50.0
Escarole, cooked, fat added in cooking	32.0
Escarole, cooked, fat not added in cooking	32.0
Fajita with chicken and vegetables	30.5
Fat back, cooked	0.0
Feta Cheese Dressing	50.0
Fiber 7 Flakes, Health Valley	74.0
Fiber One	42.0
Fig, dried, cooked, with sugar	61.0
Fig, dried, uncooked	61.0
Fig, raw	61.0
Figs, cooked or canned, in light syrup	61.0
Fish chowder	27.0
Fish stick, patty, or fillet, NS as to type, baked or broiled	95.0
Fish stick, patty, or fillet, NS as to type, battered, fried	95.0
Fish stick, patty, or fillet, NS as to type, breaded or battered, baked	95.0
Fish stick, patty, or fillet, NS as to type, cooked, NS as to cooking method	95.0
Fish stick, patty, or fillet, NS as to type, floured or breaded, fried	95.0
Fish, NS as to type, baked or broiled	50.0
Fish, NS as to type, battered, fried	95.0
Fish, NS as to type, breaded or battered, baked	95.0
Fish, NS as to type, canned	0.0
Fish, NS as to type, cooked, NS as to cooking method	0.0
Fish, NS as to type, floured or breaded, fried	95.0
Fish, NS as to type, smoked	0.0
Fish, NS as to type, steamed	0.0
Flavored milk drink, whey- and milk-based, flavors other than chocolate	35.0
Flavored pasta	42.0
Flavored rice mixture	54.7
Flavored rice, brown and wild	54.0
Flavored rice, white and wild	54.0
Flaxseed oil	0.0
Flounder, baked or broiled	50.0
Flounder, battered, fried	95.0
Flounder, breaded or battered, baked	95.0
Flounder, cooked, NS as to cooking method	50.0
Flounder, floured or breaded, fried	95.0
Flounder, steamed or poached	0.0
Flour and water gravy	50.0
Fondant, chocolate covered	43.0
Frankfurter or hot dog, beef	28.0
Frankfurter or hot dog, beef and pork	28.0
Frankfurter or hot dog, beef and pork, lowfat	28.0
Frankfurter or hot dog, beef, lowfat	28.0
Frankfurter or hot dog, chicken	28.0
Frankfurter or hot dog, low salt	28.0
Frankfurter or hot dog, meat & poultry, lowfat	28.0
Frankfurter or hot dog, meat and poultry	28.0
Frankfurter or hot dog, meat and poultry, fat free	28.0
Frankfurter or hot dog, turkey	28.0
Frankfurter, wiener, or hot dog, NFS	28.0
French cruller	76.0
French dressing	50.0
French dressing, low-calorie	50.0
French dressing, reduced calorie	50.0
French dressing, reduced calorie, fat-free, cholesterol-free	50.0
French toast sticks, plain	67.0
French toast, plain	67.0
Fried green plantain, Puerto Rican style (Tostones)	39.0
Fritter, apple	59.0
Froot Loops	69.0
Frosted Cheerios	74.0
Frosted corn flakes, NFS	55.0
Frosted Flakes, Kellogg	55.0
Frosted Mini-Wheats	58.0
Frosted Wheat Bites	72.0
Fructose sweetener, sugar substitute, dry powder	19.0
Fruit & Fibre (fiber) with peaches, raisins, almonds and oat clusters	42.0
Fruit & Fibre (fiber), NFS	42.0
Fruit butter, all flavors	51.0
Fruit cocktail or mix (excluding citrus fruits), raw	55.0
Fruit cocktail or mix (including citrus fruits), raw	55.0
Fruit cocktail or mix, frozen	55.0
Fruit cocktail, cooked or canned, drained solids	55.0
Fruit cocktail, cooked or canned, in heavy syrup	55.0
Fruit cocktail, cooked or canned, in light syrup	55.0
Fruit cocktail, cooked or canned, juice pack	55.0
Fruit cocktail, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	55.0
Fruit cocktail, cooked or canned, unsweetened, water pack	55.0
Fruit drink	58.7
Fruit drink, low calorie	50.0
Fruit juice bar with cream, frozen	42.0
Fruit juice bar, frozen, flavor other than orange	59.0
Fruit juice bar, frozen, orange flavor	59.0
Fruit juice bar, frozen, sweetened with low calorie sweetener, flavors other than orange	59.0
Fruit juice blend, 100% juice, with added Vitamin C	40.0
Fruit juice, NFS	50.0
Fruit leather	99.0
Fruit mixture, dried (mixture includes three or more of the following: apples, apricots, dates, papaya, peaches, pears, pineapples, prunes, raisins)	38.3
Fruit Rings, NFS	69.0
Fruit salad (excluding citrus fruits) with cream	48.4
Fruit salad (excluding citrus fruits) with cream substitute	45.8
Fruit salad (excluding citrus fruits) with salad dressing or mayonnaise	48.8
Fruit salad (including citrus fruits) with salad dressing or mayonnaise	41.4
Fruit syrup	51.0
Fruit Wheats	72.0
Fruit-flavored drink, made from powdered mix, mainly sugar, with high vitamin C added	68.0
Fruit-flavored drink, made from sweetened powdered mix (fortified with vitamin C)	68.0
Fruit-flavored drink, made from unsweetened powdered mix (fortified with vitamin C), with sugar added in preparation	68.0
Fruit-flavored drink, non-carbonated, made from low calorie powdered mix	50.0
Fruit-flavored drinks, punches, ades, low calorie, with vitamin C added	50.0
Fruit-flavored thirst quencher beverage	78.0
Fruit-flavored thirst quencher beverage, low calorie	50.0
Fruit, chocolate covered	54.3
Fruit, dried, NFS (assume uncooked)	38.3
Funnel cake	76.0
Garbanzo or chickpea soup	64.0
Garlic, cooked	32.0
Garlic, raw	32.0
Gelatin dessert	68.0
Gelatin dessert with fruit	59.9
Ghee, clarified butter	0.0
Gin	0.0
Ginger ale, sugar-free	0.0
Gnocchi, cheese	68.0
Golden Crisp (Formerly called Super Golden Crisp)	71.0
Golden Grahams	71.0
Granola bar with nuts, chocolate-coated	62.0
Granola bar, chocolate-coated	62.0
Granola bar, coated with non-chocolate coating	51.0
Granola bar, high fiber, coated with non-chocolate yogurt coating	51.0
Granola bar, nonfat	61.0
Granola bar, oats, fruit and nuts, lowfat	61.0
Granola bar, oats, sugar, raisins, coconut	61.0
Granola bar, peanuts, oats, sugar, wheat germ	61.0
Granola bar, with coconut, chocolate-coated	62.0
Granola bar, with rice cereal	63.0
Grape juice, NS as to added sweetener	46.0
Grape juice, unsweetened	46.0
Grape juice, unsweetened, with added vitamin C	46.0
Grape-Nut Flakes	80.0
Grape-Nuts	71.0
Grape-tangerine-lemon juice	50.0
Grapefruit and orange juice, canned, unsweetened	49.0
Grapefruit and orange juice, fresh	49.0
Grapefruit and orange juice, NFS	49.0
Grapefruit juice drink, low calorie, with vitamin C added	50.0
Grapefruit juice, canned, bottled or in a carton, unsweetened	48.0
Grapefruit juice, canned, bottled or in a carton, with sugar	48.0
Grapefruit juice, canned, bottled, or in a carton, sweetened with low calorie sweetener	48.0
Grapefruit juice, freshly squeezed	48.0
Grapefruit juice, frozen, unsweetened (reconstituted with water)	48.0
Grapefruit juice, NFS	48.0
Grapefruit juice, unsweetened, NS as to form	48.0
Grapefruit, canned or frozen, in light syrup	25.0
Grapefruit, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	25.0
Grapefruit, canned or frozen, unsweetened, water pack	25.0
Grapefruit, raw	25.0
Grapes, American type, slip skin, raw	46.0
Grapes, European type, adherent skin, raw	46.0
Grapes, raw, NS as to type	46.0
Gravy or sauce, Chinese (soy sauce, stock or bouillon, cornstarch)	50.0
Gravy or sauce, poultry-based from Puerto Rican-style chicken fricasse	50.0
Gravy, beef or meat	50.0
Gravy, giblet	50.0
Gravy, meat or poultry, with wine	50.0
Gravy, meat, with fruit	50.0
Gravy, mushroom	50.0
Gravy, poultry	50.0
Gravy, redeye	50.0
Greek Salad	32.0
Green banana, cooked (in salt water)	38.0
Green banana, fried	30.0
Green Goddess dressing	50.0
Green or yellow split peas, dry, cooked, fat added in cooking	32.0
Green or yellow split peas, dry, cooked, NS as to fat added in cooking	32.0
Green peppers and onions, cooked, fat added in cooking	32.0
Green plantains, boiled	39.0
Green tomato-chile sauce, cooked (Salsa verde, NFS)	38.0
Greens, cooked, from canned, fat not added in cooking	32.0
Greens, cooked, from fresh, fat added in cooking	32.0
Greens, cooked, from fresh, fat not added in cooking	32.0
Greens, cooked, NS as to form, fat added in cooking	32.0
Greens, cooked, NS as to form, NS as to fat added in cooking	32.0
Grits, cooked, corn or hominy, instant, fat added in cooking	69.0
Grits, cooked, corn or hominy, instant, fat not added in cooking	69.0
Grits, cooked, corn or hominy, instant, NS as to fat added in cooking	69.0
